title,id,url,viewCount,date,likes,channelName,channelUrl,numberOfSubscribers,duration,days_since_upload,ReachFactor,EngagementEfficiency,VelocityFactor,ViralityScore
Watch: Made In Heaven Season 2  A Stellar Cast Poses Together! #madeinheaven #shots #news18urdu,omVj_IKZ99Q,https://www.youtube.com/shorts/omVj_IKZ99Q,422,8/9/23 04:48,8,News18 Urdu,https://www.youtube.com/@News18Urdu,3360000,00:00:46,785,6.047372179,0.018957346,0.010191083,0.001168327
Made In Heaven Season 2 | Review | Prime Video | Woke and Boring?,DU_3LgTjRnM,https://www.youtube.com/watch?v=DU_3LgTjRnM,140,8/23/23 17:00,5,Devendra Rajpurohit,https://www.youtube.com/@devendrarajpurohit2492,1220,00:06:59,770,4.94875989,0.035714286,0.006493506,0.001147672
MADE IN HEAVEN SEASON 2 II SERIES REVIEW II GMR II,O1yDHm69Ut0,https://www.youtube.com/watch?v=O1yDHm69Ut0,79,8/19/23 09:31,4,GMR,https://www.youtube.com/@gmr6120,2980,00:04:46,774,4.382026635,0.050632911,0.005167959,0.00114664
Made In Heaven Season 2 Trailer REACTION | Bollywood Movie Reaction,YXVm_xuWNVA,https://www.youtube.com/watch?v=YXVm_xuWNVA,40,8/7/23 06:17,3,The Chinmay Chavan Show,https://www.youtube.com/@thechinmaychavanshow7961,4620,00:05:02,787,3.713572067,0.075,0.003811944,0.001061695
Made In Heaven Season 2 Cast At Trailer Launch #CastOfMadeInHeaven2 #Season2 #Shorts #LifeyMedia,BJux13ypUvU,https://www.youtube.com/shorts/BJux13ypUvU,245,8/2/23 08:32,6,Lifey Media,https://www.youtube.com/@lifey.mediaa,136,00:00:32,791,5.505331536,0.024489796,0.007585335,0.001022689
Made in Heaven S2 finally streaming on Amazon Prime #madeinheaven #amazonprime #amazonprimevideo,FCeaqcNTJgk,https://www.youtube.com/shorts/FCeaqcNTJgk,1554,8/10/23 11:34,13,Wall,https://www.youtube.com/@wallhq,4390,00:00:13,783,7.349230825,0.008365508,0.01660281,0.001020742
Amazon prime announced made in heaven season 2 coming soon #amazonprime #madeinheaven,AT_Ul6RjVNo,https://www.youtube.com/shorts/AT_Ul6RjVNo,500,7/7/23 13:29,8,Player UnknownX,https://www.youtube.com/@PlayerUnknownX,9970,00:00:25,817,6.216606101,0.016,0.009791922,0.00097396
"""Travel Alone"" Scene | Made in Heaven Season 2 | Web-Series | Clip HD | Level Scene",PJgGD226B3g,https://www.youtube.com/watch?v=PJgGD226B3g,2284,8/10/23 10:49,15,Level Scene,https://www.youtube.com/@levelscene,579,00:00:32,783,7.734121303,0.006567426,0.019157088,0.000973051
Made In Heaven Season 2 Is Here!,L3WYGxp0sI0,https://www.youtube.com/shorts/L3WYGxp0sI0,269,8/1/23 09:07,6,SHOWSHA,https://www.youtube.com/@SHOWSHAIndia,598000,00:00:44,792,5.598421959,0.022304833,0.007575758,0.000945999
Made in heaven season 2 unboxing,5FDJT_h9Fl0,https://www.youtube.com/shorts/5FDJT_h9Fl0,1,9/14/23 07:54,1,Lima Khan 4k,https://www.youtube.com/@LimaKhan4k,973,00:00:35,748,0.693147181,1,0.001336898,0.000926667
Made In Heaven Season 2  Review || Made In Heaven Season 2 All Episodes l,d0B2yg6tYlQ,https://www.youtube.com/watch?v=d0B2yg6tYlQ,103,8/10/23 09:55,4,Cine માહૌલ ,https://www.youtube.com/@Cinemahollll,105000,00:02:24,783,4.644390899,0.038834951,0.005108557,0.000921403
Mih interviews special guest Saba (Coffee with Mih Season 2: Ep 2),t1dyAjcX2RM,https://www.youtube.com/watch?v=t1dyAjcX2RM,80,2/13/23 13:11,4,Sarangetti Music,https://www.youtube.com/@SarangettiMusic,2350,00:09:53,961,4.394449155,0.05,0.004162331,0.000914558
Made in Heaven Season 2 Release Date|Made in Heaven Season 2 Update|Made in Heaven Season2 Kab Aayga,ox2GF_wTNJQ,https://www.youtube.com/watch?v=ox2GF_wTNJQ,1027,2/12/21 10:29,15,SpotLight TV,https://www.youtube.com/@SpotLightTVST,9280,00:03:02,1692,6.935370446,0.014605648,0.008865248,0.00089801
"""I Don't Want a Committed Relationship"" Scene | Made in Heaven Season 2 | Web-Series | Level Scene",pBr9BbIVhIw,https://www.youtube.com/watch?v=pBr9BbIVhIw,32752,8/10/23 10:49,47,Level Scene,https://www.youtube.com/@levelscene,579,00:00:33,783,10.39674984,0.001435027,0.060025543,0.000895558
Elnaaz Norouzi at Made in Heaven Season 2 screening. #elite #eliteshowbiz #elnaaznorouzi,m_6g7sMFutk,https://www.youtube.com/shorts/m_6g7sMFutk,291,8/8/23 18:25,6,Elite,https://www.youtube.com/@eliteshowbiz,21900,00:00:24,785,5.676753802,0.020618557,0.007643312,0.000894623
Fatima Sana Shaikh Spotted At Juhu PVR For Blue Carpet Screening Of Series Made In Heaven Season 2,XVoZ-WXyeKg,https://www.youtube.com/shorts/XVoZ-WXyeKg,109,8/8/23 13:19,4,BollywoodHelpline,https://www.youtube.com/@bollywoodhelpline,600000,00:00:26,785,4.700480366,0.036697248,0.005095541,0.000878954
Made in Heaven season 2 release date announced !,EV_7C-Q2ckM,https://www.youtube.com/shorts/EV_7C-Q2ckM,110,8/8/23 22:24,4,ShowbizIndiaTV,https://www.youtube.com/@ShowbizIndiaTV,216000,00:00:57,785,4.709530201,0.036363636,0.005095541,0.00087264
Shashank Arora At the trailer launch of Made in heaven season 2 trailer launch only on #primevideo,bJ0AtCstaj0,https://www.youtube.com/shorts/bJ0AtCstaj0,441,8/2/23 14:27,7,Vandanaa Asrani,https://www.youtube.com/@vandanaaasrani5659,347,00:00:40,791,6.091309882,0.015873016,0.008849558,0.000855641
MADE IN HEAVEN SEASON 2 TRAILER | Amazon Prime | Sobhita D | Made In Heaven Season 2 Release Date,IiOdVDuH5JA,https://www.youtube.com/watch?v=IiOdVDuH5JA,25856,4/30/22 02:45,52,Black And White Media,https://www.youtube.com/@BlackAndWhiteMedia,25500,00:03:00,1251,10.16033664,0.002011139,0.041566747,0.000849368
Arjun Mathur gave us his top 3 OTT favourites and after watching Made In Heaven S2,z5wWOVjmMKM,https://www.youtube.com/shorts/z5wWOVjmMKM,325,7/10/25 06:09,2,Movified,https://www.youtube.com/@Movified,1090000,00:01:30,84,5.786897381,0.006153846,0.023809524,0.000847897
Made In Heaven season 2: Sobhita Dhulipala finally shares release date of Zoya Akhtar series Aug 10,KC0n_CBocqY,https://www.youtube.com/shorts/KC0n_CBocqY,615,7/26/23 08:48,8,Player UnknownX,https://www.youtube.com/@PlayerUnknownX,9970,00:00:47,798,6.423246964,0.01300813,0.010025063,0.000837638
Made in Heaven Season 2 Episode 5 | Vidya & Rohit,RCLPF22j_nM,https://www.youtube.com/watch?v=RCLPF22j_nM,5868,10/6/23 04:30,20,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:00:31,727,8.677439541,0.003408316,0.027510316,0.00081363
Made in Heaven Season 2 Coming soon Amazon prime #shorts,HxLh0zMt8a4,https://www.youtube.com/shorts/HxLh0zMt8a4,121,8/10/23 05:36,4,RatnakerSandeep vedio,https://www.youtube.com/@ratnakersandeep,753,00:00:34,784,4.804021045,0.033057851,0.005102041,0.000810258
"made in heaven season 2,made in heaven season 2 trailer,made in heaven season 2 release date,made in",75ZRqXA2AXA,https://www.youtube.com/shorts/75ZRqXA2AXA,123,8/1/23 18:29,4,Pankaj Sharma Jii,https://www.youtube.com/@PankajSharmaJii,81,00:00:16,792,4.820281566,0.032520325,0.005050505,0.000791703
Trinetra Haldar Gummaraju at Made in Heaven Season 2 Trailer Launch | B4U paps,_4JjtADES-E,https://www.youtube.com/watch?v=_4JjtADES-E,2086,8/3/23 05:30,13,B4U Paps,https://www.youtube.com/@b4upaps,47200,00:01:00,791,7.643482907,0.006232023,0.016434893,0.000782866
Made in Heaven S02: Web Series Review ,Ds4khpFB9c8,https://www.youtube.com/shorts/Ds4khpFB9c8,133,8/11/23 13:21,4,NOT JUST A REVIEW ,https://www.youtube.com/@sarfaraz0810,30,00:01:00,782,4.8978398,0.030075188,0.00511509,0.00075347
Mona Singh at the Blue Carpet Screening of Web Series Made In Heaven Season 2 #shorts,gTNK8qKwE8U,https://www.youtube.com/shorts/gTNK8qKwE8U,242,8/9/23 03:30,5,B4U Paps,https://www.youtube.com/@b4upaps,47200,00:00:26,785,5.493061443,0.020661157,0.006369427,0.000722885
Made In Heaven Season 2 Free Download #free #madeinheaven #series #shorts,ElhJvYBIAv8,https://www.youtube.com/shorts/ElhJvYBIAv8,601,9/11/23 06:55,7,MovieBazaar,https://www.youtube.com/@MovieBazaar-Official,4,00:00:28,752,6.400257445,0.011647255,0.009308511,0.000693907
MADE IN HEAVEN SEASON 2 First Look  Teaser : Release Update | Sobhita Dhulipala | Arjun Mathur,W8c1k0GABZ4,https://www.youtube.com/watch?v=W8c1k0GABZ4,70,7/29/23 09:28,3,Filmi Baatein with Sunny,https://www.youtube.com/@filmibaateinwithsunny,1410,00:01:44,795,4.262679877,0.042857143,0.003773585,0.000689382
Made in heaven s02 #madeinheaven #amazon #amazonprime #webseries #marriage #shortvideo #gadar2,Jre73FrCEHI,https://www.youtube.com/shorts/Jre73FrCEHI,24,8/14/23 17:49,2,Bolti Movie,https://www.youtube.com/@boltimovie,745,00:01:00,779,3.218875825,0.083333333,0.002567394,0.000688677
Made in Heavan Season 2 | Amazon Prime video | Made in Heaven Season 2 Trailer | Made in heaven S2,CmVSBPF5N5c,https://www.youtube.com/watch?v=CmVSBPF5N5c,2378,7/7/23 04:44,13,The Film Statics,https://www.youtube.com/@thefilmstatics,25600,00:01:56,818,7.77443551,0.005466779,0.015892421,0.000675446
Made In Heaven Season 2 | Amazon Prime Video | Zoya Akhtar | Tiger Baby Films | Excel Entertainment,_I3cp4EK-Rk,https://www.youtube.com/watch?v=_I3cp4EK-Rk,842,6/25/22 18:22,10,Update Junction,https://www.youtube.com/@update_junction,887,00:04:24,1194,6.736966958,0.011876485,0.008375209,0.000670113
"Made In Heaven Season 2 REVIEW!! | Arjun, Sobhita, Radhika, Dia, Mona, Vijay | Prime Video India",ylzoC75W8xI,https://www.youtube.com/watch?v=ylzoC75W8xI,425,8/22/23 04:00,6,Bioscope Bong Couple,https://www.youtube.com/@bioscopebongcouple,691,00:18:11,772,6.054439346,0.014117647,0.007772021,0.000664309
Made in Heaven Season 2 Episode 7 | Julie & Roman,A-R43Db6UT8,https://www.youtube.com/watch?v=A-R43Db6UT8,5141,10/3/23 06:56,17,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:00:36,730,8.545197388,0.00330675,0.023287671,0.000658036
Elnaaz Norouzi clicked at Made in Heaven season 2 promotion.#elite #eliteshowbiz #madeinheaven,zoA3LXIMPn4,https://www.youtube.com/shorts/zoA3LXIMPn4,163,8/4/23 14:40,4,Elite,https://www.youtube.com/@eliteshowbiz,21900,00:00:33,789,5.099866428,0.024539877,0.005069708,0.000634475
MADE IN HEAVEN SEASON 2 TRAILER | Amazon Prime | Sobhita D | Made In Heaven Season 2 Release Date,4umWQffEZYU,https://www.youtube.com/watch?v=4umWQffEZYU,5430,6/25/23 09:15,18,Black And White Media,https://www.youtube.com/@BlackAndWhiteMedia,25500,00:02:47,829,8.599878558,0.003314917,0.021712907,0.000618989
Actress Elnaaz Norouzi From Made In Heaven Season 2 At Mad Studio #bollywood #elnaaznorouzi,Fetuceufj_o,https://www.youtube.com/shorts/Fetuceufj_o,169,8/4/23 11:53,4,BollywoodExplorer,https://www.youtube.com/@BollywoodExp,19,00:00:58,789,5.135798437,0.023668639,0.005069708,0.00061626
"""Mehendi, Wedding and Reception"" Scene | Made in Heaven Season 2 | Web-Series | Clip HD| Level Scene",Xs7nvzBdNWc,https://www.youtube.com/watch?v=Xs7nvzBdNWc,945,8/10/23 10:50,8,Level Scene,https://www.youtube.com/@levelscene,579,00:00:33,783,6.852242569,0.008465608,0.010217114,0.000592678
made in heaven season 2 review #madeinheaven #sobhitadhulipala #kalkikoechlin #review #moviereview,tkWcMaxSA78,https://www.youtube.com/shorts/tkWcMaxSA78,90,8/11/23 04:20,3,filmiduniyablog,https://www.youtube.com/@filmiduniyablog,477,00:01:00,783,4.510859507,0.033333333,0.003831418,0.0005761
#madeinheavens2 #madeinheaven #amazonprime,8s2RyKnwfpc,https://www.youtube.com/shorts/8s2RyKnwfpc,187,8/3/23 09:40,4,MiniScope,https://www.youtube.com/@MiniScope1,1920,00:00:41,790,5.236441963,0.021390374,0.005063291,0.000567136
Made In Heaven Season 2 Review : The Truth! #madeinheaven,3C-oLrbVa7k,https://www.youtube.com/watch?v=3C-oLrbVa7k,342,8/18/23 03:33,5,Gossip Wali Gallery ,https://www.youtube.com/@gossipwaligallery3018,2250,00:02:45,776,5.837730447,0.014619883,0.006443299,0.000549916
ELNAAZ NOROUZI SPOTTED FOR MADE IN HEAVEN SEASON 2 PROMOTION,ZBh2IjibtAE,https://www.youtube.com/watch?v=ZBh2IjibtAE,96,8/4/23 12:44,3,Filmy Star Maharashtra ,https://www.youtube.com/@filmystarmaharashtra,4500,00:01:05,789,4.574710979,0.03125,0.003802281,0.000543573
Sobhita Dhulipala & Arjun Mathur at the Blue Carpet Screening of Web Series Made In Heaven Season 2,aoYvF_Oexks,https://www.youtube.com/shorts/aoYvF_Oexks,548,8/9/23 05:30,6,B4U Paps,https://www.youtube.com/@b4upaps,47200,00:00:23,785,6.308098442,0.010948905,0.007643312,0.000527899
Made in heaven season 2 release date #madeinheaven #amazonprime #sobhitadhulipala,L_qag_53iO0,https://www.youtube.com/shorts/L_qag_53iO0,539,7/26/23 07:14,6,Movie Dairy,https://www.youtube.com/@themoviedairy,5410,00:00:53,799,6.29156914,0.011131725,0.007509387,0.000525928
Mona Singh Spotted At Juhu PVR For Blue Carpet Screening Of Series Made In Heaven Season 2,tfpwRp3Uc3c,https://www.youtube.com/shorts/tfpwRp3Uc3c,221,8/8/23 16:31,4,BollywoodHelpline,https://www.youtube.com/@bollywoodhelpline,600000,00:00:26,785,5.402677382,0.018099548,0.005095541,0.000498273
"Made In Heaven Season 2 Review & Best Story Of Slut Shaming, Teenage & Blackmailing #vlogs #review",c4Y7pk8kCXM,https://www.youtube.com/shorts/c4Y7pk8kCXM,115,9/3/23 17:30,3,Simran Bharti,https://www.youtube.com/@SimranBharti,1660,00:00:40,759,4.753590191,0.026086957,0.003952569,0.000490145
Made In Heaven S2 Episode 5 Harsh's Mother,CbZfr7JuZJs,https://www.youtube.com/watch?v=CbZfr7JuZJs,727,11/18/23 12:48,6,Nandini S,https://www.youtube.com/@nandinis09,48,00:01:12,683,6.590301048,0.008253095,0.008784773,0.000477807
Elnaaz Norouzi Spotted For Made In Heaven Season 2 Promotion,xJ6jQMxRAmk,https://www.youtube.com/watch?v=xJ6jQMxRAmk,399,8/4/23 09:21,5,Boogle Bollywood,https://www.youtube.com/@BoogleBollywood,62500,00:02:40,789,5.991464547,0.012531328,0.006337136,0.000475799
#madeinheavens2review #madeinheaven,0v3rnVXM-us,https://www.youtube.com/shorts/0v3rnVXM-us,41,8/12/23 15:34,2,MiniScope,https://www.youtube.com/@MiniScope1,1920,00:00:47,781,3.737669618,0.048780488,0.002560819,0.000466902
Shobita Dhulipala At Blue Carpet Of Made In Heaven Season 2 | Special Screening,G9G24wmOpY0,https://www.youtube.com/watch?v=G9G24wmOpY0,641,8/8/23 16:57,6,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:01:25,785,6.464588304,0.009360374,0.007643312,0.000462504
MADE IN HEAVEN S2 REVIEW | ZOYA AKHTAR | REEMA KAGTI | SOBHITA DHULIPALA | JIM SARBH | KALKI,fss2UDRw5J4,https://www.youtube.com/watch?v=fss2UDRw5J4,249,8/12/23 15:18,4,MiniScope,https://www.youtube.com/@MiniScope1,1920,00:03:47,781,5.521460918,0.016064257,0.005121639,0.00045428
Dia Mirza at Made in Heaven Season 2 screening.#elite #eliteshowbiz #elnaaznorouzi #madeinheaven,DtvxRMt9qrU,https://www.youtube.com/shorts/DtvxRMt9qrU,655,8/8/23 18:24,6,Elite,https://www.youtube.com/@eliteshowbiz,21900,00:00:08,785,6.486160789,0.009160305,0.007643312,0.000454129
Made in Heaven S2 EP3 on Amazon Prime | Wedding Gifting | Trousseau Packing | Mehendi Inspiration,b9BWCZfVN5k,https://www.youtube.com/watch?v=b9BWCZfVN5k,4960,9/17/23 08:02,14,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:00:34,745,8.509362612,0.002822581,0.018791946,0.000451352
MADE IN HEAVEN SEASON 2 First Look Teaser : Announcement | Sobhita Dhulipala | Arjun Mathur,WOkngW_3OJA,https://www.youtube.com/watch?v=WOkngW_3OJA,948,7/26/23 10:37,7,Fancy Cinema,https://www.youtube.com/@FancyCinema,177000,00:01:23,798,6.855408799,0.007383966,0.00877193,0.000444036
Arjun Mathur at trailer launch event of made in heaven season 2 only on #primevideo,jKlQUFIY2is,https://www.youtube.com/shorts/jKlQUFIY2is,124,8/2/23 14:22,3,Vandanaa Asrani,https://www.youtube.com/@vandanaaasrani5659,347,00:00:43,791,4.828313737,0.024193548,0.003792668,0.000443037
Explain The Hot Scenes Timing of Made in Heaven Season 2| Sobhita Dhulipala| Amazon prime|,eVPxv0qlJl4,https://www.youtube.com/watch?v=eVPxv0qlJl4,7704,8/10/23 13:35,17,Explained Mania,https://www.youtube.com/@ExplainedMania,383,00:01:24,783,8.949624748,0.002206646,0.021711367,0.00042877
Made in Heaven Season 2 - Tuneup | Prime Video India | ‪@cinemaalai‬,bn52LuCB6jE,https://www.youtube.com/watch?v=bn52LuCB6jE,133,8/6/23 09:12,3,Cinemaalai,https://www.youtube.com/@cinemaalai,16000,00:05:24,787,4.8978398,0.022556391,0.003811944,0.000421134
jim sarabh at traiker launch of made in heaven season 2 only on primevideo,t5ImYkyxqco,https://www.youtube.com/shorts/t5ImYkyxqco,270,8/2/23 14:06,4,Vandanaa Asrani,https://www.youtube.com/@vandanaaasrani5659,347,00:00:54,791,5.602118821,0.014814815,0.00505689,0.000419693
Made in Heaven Season 2 Release Date | Made in Heaven Season 2 Update | Made in Heaven 2 Trailer |,kmBmyH_3PM4,https://www.youtube.com/watch?v=kmBmyH_3PM4,1504,7/25/22 14:19,10,WebMovie,https://www.youtube.com/@webmovie774,45200,00:01:13,1164,7.316548177,0.006648936,0.008591065,0.000417932
"Made in Heaven Season 2 Poster Unveiled by Zoya Akhtar, Ahead of Amazon Prime Video Debut|#shorts",waN-KDSLU84,https://www.youtube.com/shorts/waN-KDSLU84,452,7/7/23 17:37,5,TechDose,https://www.youtube.com/@techdose99,2980,00:00:15,817,6.115892125,0.011061947,0.006119951,0.000414037
"Made In Heaven Season 2 Full Press Conference Featuring Shobha Dhulipala, Mona Singh, Reema Kagti",4WOCGq-PHjQ,https://www.youtube.com/watch?v=4WOCGq-PHjQ,136,8/1/23 11:18,3,bollywood crazies,https://www.youtube.com/@bollywoodcrazies,214000,00:17:18,792,4.919980926,0.022058824,0.003787879,0.000411095
Made in Heaven Season 2 में अमीर लोग काफी पैसेवाले और परेशान हैं | Trailer Review | ENT LIVE,aJ73izTMR5U,https://www.youtube.com/watch?v=aJ73izTMR5U,1439,8/2/23 04:45,8,Entertainment LIVE,https://www.youtube.com/@ENTLive,766000,00:02:41,792,7.272398393,0.005559416,0.01010101,0.000408387
Made In Heaven Season 2 Trailer Reaction #trailerreaction #fyp #reaction #trending #viral #trailer,7o4sEsLqpdw,https://www.youtube.com/shorts/7o4sEsLqpdw,155,8/5/23 19:14,3,Akash Mall,https://www.youtube.com/@akashmall80,159,00:00:51,788,5.049856007,0.019354839,0.003807107,0.000372103
#monasingh did justice to #bulbul and her acting always cracks me up #madeinheavenseason2 #shorts,XPhgmZRaioM,https://www.youtube.com/shorts/XPhgmZRaioM,549,8/11/23 08:42,5,Social Ketchup Binge,https://www.youtube.com/@socialketchupbinge,6500,00:00:51,782,6.309918278,0.009107468,0.006393862,0.000367438
"Made In Heaven S2 - Watch Now | Sobhita Dhulipala, Arjun Mathur, Jim Sarbh, Kalki Koechlin",ujM208ETE_0,https://www.youtube.com/watch?v=ujM208ETE_0,5804934,8/9/23 18:30,317,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:40,784,15.57421898,5.46E-05,0.404336735,0.000343884
Made in heaven s2,oGnRylxg58E,https://www.youtube.com/shorts/oGnRylxg58E,355,8/14/23 07:17,4,TokyoTalk,https://www.youtube.com/@Tokyo_talk,7,00:00:25,779,5.874930731,0.011267606,0.005134788,0.000339905
Sobhita Dhulipala Opens Up About Her Journey in Made In Heaven Season 2 on Amazon Prime,clRex8v_7pM,https://www.youtube.com/watch?v=clRex8v_7pM,348,8/1/23 13:33,4,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:00:58,792,5.855071922,0.011494253,0.005050505,0.000339897
Made In Heaven Season 2 Grand Screening Blue Carpet | Complete Event | Amazon Prime Video,xjMJQC8DwPo,https://www.youtube.com/watch?v=xjMJQC8DwPo,925,8/8/23 17:44,6,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:41:21,785,6.830874235,0.006486486,0.007643312,0.000338663
MADE IN HEAVEN SEASON 2 First Look Teaser : Announcement | Sobhita Dhulipala | Arjun Mathur,wc27V_dzndo,https://www.youtube.com/watch?v=wc27V_dzndo,1722,7/6/23 08:10,8,Fancy Cinema,https://www.youtube.com/@FancyCinema,177000,00:01:12,818,7.451822237,0.004645761,0.009779951,0.000338576
MADE IN HEAVEN S2 TRAILER Review | Sobhita Dhulipala | Arjun Mathur | Trinetra Haldar | Radhika Apte,7INciEPUHQY,https://www.youtube.com/watch?v=7INciEPUHQY,176,8/2/23 17:33,3,MiniScope,https://www.youtube.com/@MiniScope1,1920,00:02:31,791,5.176149733,0.017045455,0.003792668,0.000334626
Made In Heaven season 2 review #bollywood #amazonprime #madeinheaven,5Ve8UrQ5AdM,https://www.youtube.com/shorts/5Ve8UrQ5AdM,182,8/14/23 13:08,3,Ye hai mera India,https://www.youtube.com/@yehaimeraindia5165,143,00:01:00,779,5.209486153,0.016483516,0.003851091,0.000330696
Made in Heaven Season 2 Episode 6 | Aditi (Shibani Dhandekar) & Radhika  #bollywood,UvUiMNtmcVY,https://www.youtube.com/shorts/UvUiMNtmcVY,1056,10/15/23 04:30,6,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:00:19,718,6.963189986,0.005681818,0.008356546,0.000330615
"Made in Heaven Season 2 Review | Shobita, Arjun, Mrunal, Radhika, Mona, Vijay | Prime Video India",2tEawLC-AB0,https://www.youtube.com/watch?v=2tEawLC-AB0,68,8/10/23 09:29,2,Filmi Opinion,https://www.youtube.com/@FilmiOpinion,1380,00:06:28,783,4.234106505,0.029411765,0.002554278,0.000318091
 Shivangi Rastogi Unveils Her Magical Journey in Made In Heaven Season 2 on Amazon Prime ,f7CWH0ENm48,https://www.youtube.com/watch?v=f7CWH0ENm48,645,8/2/23 07:30,5,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:01:37,791,6.470799504,0.007751938,0.006321113,0.000317075
Made In Heaven Season 2 Trailer Review,N2KFBbN3u8M,https://www.youtube.com/watch?v=N2KFBbN3u8M,400,8/1/23 13:22,4,Dhamaka Review,https://www.youtube.com/@Dhamaka-Review,68,00:03:04,792,5.993961427,0.01,0.005050505,0.000302725
MATCH MADE IN HEAVEN SEASON 2 IS BACK. #shorts #youtubeshorts #matchmadeinheaven #trending #viral,Mip97YtYhp4,https://www.youtube.com/shorts/Mip97YtYhp4,73,8/10/23 08:23,2,Flick Memories,https://www.youtube.com/@FlickMemories,41,00:00:40,783,4.304065093,0.02739726,0.002554278,0.000301199
TRAILER LAUNCH EVENT: WEB SERIES MADE IN HEAVEN SEASON 2: RITESH SIDDHWANI: REEMA KAGTI:RATNA MEHRA,sO6FPxhttKw,https://www.youtube.com/watch?v=sO6FPxhttKw,74,8/2/23 04:13,2,Filmi Sangam,https://www.youtube.com/@FilmiSangam,70400,00:11:44,792,4.317488114,0.027027027,0.002525253,0.000294669
Made in Heaven S2 | Show Review | 100FP49,XdebED-Nq18,https://www.youtube.com/watch?v=XdebED-Nq18,81,8/14/23 19:15,2,Abhishek Shetty,https://www.youtube.com/@teachertuber,478,00:03:50,779,4.406719247,0.024691358,0.002567394,0.000279353
Made In Heaven Season 2 Launch | Shobita Dhulipala & Arjun Mathur,qhGyLGTxo3s,https://www.youtube.com/watch?v=qhGyLGTxo3s,223,7/26/23 07:45,3,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:04:44,798,5.411646052,0.013452915,0.003759398,0.000273693
 Shashank Arora Unveils His Captivating Role in Made In Heaven Season 2 on Amazon Prime ,y7aC9kenOVk,https://www.youtube.com/watch?v=y7aC9kenOVk,242,8/2/23 06:30,3,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:01:11,792,5.493061443,0.012396694,0.003787879,0.000257939
Natural Diamond Council (NDC) and ‘Made in Heaven S2’ are a perfect match,TB13YPwhPBg,https://www.youtube.com/watch?v=TB13YPwhPBg,101,8/10/23 16:47,2,HZ International,https://www.youtube.com/@greatestbajaj,9210,00:00:35,783,4.624972813,0.01980198,0.002554278,0.00023393
Made in Heaven Season 2 - Official Trailer Review  | Prime Video India Trailer | Zoya Akhtar,XgOZn2Mz84A,https://www.youtube.com/watch?v=XgOZn2Mz84A,114,8/1/23 13:20,2,Shruti Reels,https://www.youtube.com/@ShrutyReels,115000,00:02:03,792,4.744932128,0.01754386,0.002525253,0.000210213
Made in Heaven S2:- Series Review (Read the description),VogxlEch8Ak,https://www.youtube.com/shorts/VogxlEch8Ak,121,8/24/23 19:22,2,soulwithoutjhol,https://www.youtube.com/@soulwithoutjhol,5130,00:01:00,769,4.804021045,0.016528926,0.00260078,0.000206516
Made in Heaven Season 2 | Releasing Date ? | Amazon Prime originals | Ott Wala,WYUlEDIA8WA,https://www.youtube.com/watch?v=WYUlEDIA8WA,117,8/2/23 04:39,2,OTT Wala,https://www.youtube.com/@OTTWala_official,13,00:02:23,792,4.770684624,0.017094017,0.002525253,0.000205935
"""Who the F#$K is that Women"" Scene | Made in Heaven Season 2 | Web-Series | HD Clip 4K | Level Scene",hmLcWqhsFGQ,https://www.youtube.com/watch?v=hmLcWqhsFGQ,1669,8/10/23 10:50,6,Level Scene,https://www.youtube.com/@levelscene,579,00:00:33,783,7.420578905,0.003594967,0.007662835,0.000204419
Zoya Akhtar & Reema Kagti’s Made In Heaven Season 2 is released 10Aug on Amazon Prime ❤️,KLdtevlOIF0,https://www.youtube.com/watch?v=KLdtevlOIF0,19,8/15/23 16:49,1,Lakhmir ,https://www.youtube.com/@LakhmirinCanada,307,00:02:04,778,2.995732274,0.052631579,0.001285347,0.000202661
made in heaven season 2 release date amazon prime video web series#shorts,il5mNwOS1MU,https://www.youtube.com/shorts/il5mNwOS1MU,327,7/26/23 06:57,3,the selfie stick,https://www.youtube.com/@theselfiestick,3560,00:00:17,799,5.793013608,0.009174312,0.003754693,0.00019955
Made in Heaven season 2' trailer:Arjun Mathur and Sobhita Dhulipala are back again,zxQYtZmH6Xw,https://www.youtube.com/watch?v=zxQYtZmH6Xw,124,8/2/23 14:26,2,IndiaTV ShowBiz,https://www.youtube.com/@IndiaTVShowBiz,121000,00:06:33,791,4.828313737,0.016129032,0.002528445,0.000196905
Made in Heaven Season 2 Release Time | Made in Heaven 2 Release Time | Made in Heaven 2 Review |,NVX-E8bmXS4,https://www.youtube.com/watch?v=NVX-E8bmXS4,341,8/9/23 09:19,3,WebMovie,https://www.youtube.com/@webmovie774,45200,00:01:12,784,5.834810737,0.008797654,0.003826531,0.000196426
