title,id,url,viewCount,date,likes,channelName,channelUrl,numberOfSubscribers,duration,days_since_upload,ReachFactor,EngagementEfficiency,VelocityFactor,ViralityScore
Made in Heaven Season 2 x Puneet Gupta | Amazon Prime | Wedding Trousseau | Wedding Gifting,XiPTf9FtOIo,https://www.youtube.com/watch?v=XiPTf9FtOIo,686,8/14/23 08:25,4,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:00:33,779,6.532334292,0.005830904,0.005134788,0.000195581
Made In Heaven Season 2 Review | Made In Heaven 2 Review | Made In Heaven Review | Made In Heaven,kgozQv16gsg,https://www.youtube.com/watch?v=kgozQv16gsg,128,8/10/23 11:57,2,cinema diwane,https://www.youtube.com/@cinemadiwane,933,00:02:50,783,4.859812404,0.015625,0.002554278,0.000193958
PAKISTANI REACTION // Made in Heaven Season 2 - Official Trailer | Prime Video India,bFWg4WSFALg,https://www.youtube.com/watch?v=bFWg4WSFALg,366,8/5/23 13:33,3,Engineer Faisal Aziz,https://www.youtube.com/@EngineerFaisalAziz,2270,00:03:48,788,5.905361848,0.008196721,0.003807107,0.000184281
Made in heaven season 2 release date l made in heaven season 2 update l amazon prime,Tb31JEhyACw,https://www.youtube.com/watch?v=Tb31JEhyACw,708,4/6/22 11:35,5,Cine માહૌલ ,https://www.youtube.com/@Cinemahollll,105000,00:01:47,1274,6.563855527,0.007062147,0.003924647,0.000181927
Made In Heaven Season 2 Release Date Announced | Shobhita Dhulipala And Arjun Mathur,QnUAUYNwGGg,https://www.youtube.com/watch?v=QnUAUYNwGGg,377,7/26/23 10:33,3,Bollyywood Now,https://www.youtube.com/@bollywoodnow,6070000,00:11:23,798,5.934894196,0.00795756,0.003759398,0.000177546
"Made in Heaven Season 2 Official Trailer Reaction | Shobhita, Vijay, Pulkit, Mrunal | #amazon",4X1gBxW9r1g,https://www.youtube.com/watch?v=4X1gBxW9r1g,23,8/2/23 15:38,1,obviously.prabhav,https://www.youtube.com/@obviously.prabhav,838,00:07:42,791,3.17805383,0.043478261,0.001264223,0.000174686
Made in Heaven Season 2 Explained | Made in Heaven 2 Explained | Made in Heaven S2 Explained |Amazon,xwWPdUPWV4w,https://www.youtube.com/watch?v=xwWPdUPWV4w,427,8/2/23 06:38,3,HARSHIT JAISWAL,https://www.youtube.com/@harshitjaiswal2120,6820,00:07:57,792,6.059123196,0.007025761,0.003787879,0.00016125
MADE IN HEAVEN SEASON 2 Announcement By Sobhita Dhulipala & Arjun Mathur II Boogle Bollywood,EWzlEEVBpy0,https://www.youtube.com/watch?v=EWzlEEVBpy0,33,7/26/23 10:15,1,Boogle Bollywood,https://www.youtube.com/@BoogleBollywood,62500,00:02:40,798,3.526360525,0.03030303,0.001253133,0.000133909
Made In Heaven Season 2 Trailer Explained|#amazonprime #primevideo #zoyaakhtar #sobhita #moviereview,QCAdiYu4PTI,https://www.youtube.com/watch?v=QCAdiYu4PTI,541,8/7/23 06:19,3,WanderFlicks,https://www.youtube.com/@WanderFlicks,2520,00:02:43,787,6.295266001,0.005545287,0.003811944,0.000133071
Made in Heaven Season 2 X Neemrana Hotels,oURUv8d7FcM,https://www.youtube.com/watch?v=oURUv8d7FcM,1124,9/1/23 07:17,4,Neemrana Hotels,https://www.youtube.com/@neemranahotelsofficial,333,00:01:05,761,7.025538315,0.003558719,0.005256242,0.000131416
Sobhita Dhulipala Looks Too Hot At Made In Heaven Season 2 Screening #screening #viral,Vdq3rZSiqbs,https://www.youtube.com/shorts/Vdq3rZSiqbs,223,8/9/23 13:15,2,Celebrity Drama04,https://www.youtube.com/@celebritydrama1741,1900,00:00:11,784,5.411646052,0.00896861,0.00255102,0.000123814
Made In Heaven Season 2 | Sobhita Dhulipala And Mathur Visuals At Juhu,OEeFeKri6yA,https://www.youtube.com/watch?v=OEeFeKri6yA,38,7/26/23 17:21,1,BOLLY TV,https://www.youtube.com/@bollyTV823,74400,00:02:02,798,3.663561646,0.026315789,0.001253133,0.000120814
Actress Sobhita Dhulipala Dance @ Made In Heaven Season 2 Event | MS Talkies,U2d3LYCzG-4,https://www.youtube.com/watch?v=U2d3LYCzG-4,640,7/26/23 09:48,3,MS Talkies,https://www.youtube.com/@MSTalkies,658000,00:04:02,798,6.463029457,0.0046875,0.003759398,0.000113893
Made In Heaven Season 2 Release Time | Made In Heaven Season 1 Recap |Made In Heaven S2 Release Date,ydPPDpwl02Y,https://www.youtube.com/watch?v=ydPPDpwl02Y,257,8/9/23 03:49,2,Nazzy Now,https://www.youtube.com/@nazzynow,14600,00:02:12,785,5.552959585,0.007782101,0.002547771,0.000110099
"Match made in heaven season 2 episode 5 liar, liar, caught on camera review",OYaywypvmMo,https://www.youtube.com/watch?v=OYaywypvmMo,1839,6/17/16 03:50,9,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:12:04,3394,7.517520851,0.004893964,0.002651738,9.76E-05
value of pie episode 1 lets talk about made in heaven season 2,NR74hgxy0cw,https://www.youtube.com/watch?v=NR74hgxy0cw,337,10/21/23 19:36,2,valueofpie,https://www.youtube.com/@valueofpie,300,00:07:45,711,5.823045895,0.005934718,0.00281294,9.72E-05
Made In Heaven Season 2 Update | Made In Heaven Season 2 Release Date | Amazon Prime,tY2m2doAHKg,https://www.youtube.com/watch?v=tY2m2doAHKg,18,2/11/21 14:16,1,Cine માહૌલ ,https://www.youtube.com/@Cinemahollll,105000,00:02:01,1693,2.944438979,0.055555556,0.000590667,9.66E-05
Match made in heaven season 2 episode 1 undercover mother review,aqZzm0qugtU,https://www.youtube.com/watch?v=aqZzm0qugtU,3017,5/20/16 03:26,11,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:04:51,3422,8.012349639,0.003646006,0.003214494,9.39E-05
Trailer Reaction on Made in Heaven Season 2 | Prime Video India | Trailer Review By SG,o06IirKnYP0,https://www.youtube.com/watch?v=o06IirKnYP0,54,8/2/23 08:15,1,Trailer Review by SG,https://www.youtube.com/@trailer_review_by_sg,2190,00:03:59,791,4.007333185,0.018518519,0.001264223,9.38E-05
Made in Heaven Season 2 Release Time | Made in Heaven Season 2 Release Date And Time | Amazon Prime,VcZSb39Hl2M,https://www.youtube.com/watch?v=VcZSb39Hl2M,56,8/9/23 09:00,1,TheSliderHub,https://www.youtube.com/@TheSliderHub,48600,00:01:54,784,4.043051268,0.017857143,0.00127551,9.21E-05
The Khanna's Dispute | Made In Heaven S2 | Prime Video India,n7wUSl1sebo,https://www.youtube.com/watch?v=n7wUSl1sebo,3084108,8/21/23 18:16,120,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,772,14.94177336,3.89E-05,0.155440415,9.04E-05
UNCUT - Made In Heaven Season 2 | Sobhita Dhulipala and Arjun Mathur,UeqddTDSyRQ,https://www.youtube.com/watch?v=UeqddTDSyRQ,328,7/26/23 17:35,2,Friday Films,https://www.youtube.com/@fridayfilms2493,44900,00:13:29,798,5.796057751,0.006097561,0.002506266,8.86E-05
"Get Married | ""I'm Dying, Karan"" Scene | Made in Heaven Season 2 | Web-Series | Clip HD| Level Scene",pLuhUa0wdso,https://www.youtube.com/watch?v=pLuhUa0wdso,947,8/10/23 10:49,3,Level Scene,https://www.youtube.com/@levelscene,579,00:00:32,783,6.854354502,0.003167899,0.003831418,8.32E-05
Made in Heaven season 2 5th episode,5QOKb6AQPsg,https://www.youtube.com/watch?v=5QOKb6AQPsg,377,8/22/23 08:38,2,SwAtI VeRmA Monologues,https://www.youtube.com/@swativermamonologues7911,172,00:00:21,771,5.934894196,0.00530504,0.002594034,8.17E-05
"Made In Heaven Season 2 Launch |Sobhita Dhulipala, Arjun Mathur, Mona Singh",JEEArivm1mc,https://www.youtube.com/watch?v=JEEArivm1mc,368,8/1/23 09:42,2,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:02:09,792,5.910796644,0.005434783,0.002525253,8.11E-05
Made In Heaven's Craze Is Back| Made In Heaven S2 | Prime Video India,yMmhiJMD6KM,https://www.youtube.com/watch?v=yMmhiJMD6KM,5619721,8/23/23 17:46,150,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,770,15.54179275,2.67E-05,0.194805195,8.08E-05
Made In Heaven Season 2 Ending Explained | Spoiler Review,uvZrLj8B9ZU,https://www.youtube.com/watch?v=uvZrLj8B9ZU,1981,8/10/23 18:02,4,Nakul Arora,https://www.youtube.com/@nakularora9154,1340,00:05:04,783,7.591861715,0.002019182,0.005108557,7.83E-05
Match Made In Heaven Season 2 Screening,OyZKW9lcJcY,https://www.youtube.com/watch?v=OyZKW9lcJcY,3008,5/19/16 13:02,10,Famous Fallon,https://www.youtube.com/@famousfallon3638,51,00:06:03,3422,8.009363077,0.003324468,0.002922268,7.78E-05
MADE IN HEAVEN Season 2 trailer : Release date | Sobhita Dhulipala | Arjun Mathur | Jim sarabh,QwcHNhegkSo,https://www.youtube.com/watch?v=QwcHNhegkSo,1098,7/31/23 14:40,3,Fancy Cinema,https://www.youtube.com/@FancyCinema,177000,00:01:47,793,7.002155954,0.00273224,0.003783102,7.24E-05
"Made in Heaven Season 2 trailer Sobhita Dhulipala, Arjun Mathur back with grander wedding plans",N-kk4PeeRBo,https://www.youtube.com/watch?v=N-kk4PeeRBo,76,8/1/23 12:17,1,BOL TV BOL,https://www.youtube.com/@BOLTVBOL,15100,00:14:43,792,4.343805422,0.013157895,0.001262626,7.22E-05
 Jim Sarbh Reveals His Exciting Journey in Made In Heaven Season 2 on Amazon Prime ,asU7euaEcbY,https://www.youtube.com/watch?v=asU7euaEcbY,83,8/2/23 04:30,1,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:01:18,792,4.430816799,0.012048193,0.001262626,6.74E-05
Shobita Dhulipaliya at trailer launch of made in heaven season 2 only on prime video,E-8_lHqgVBw,https://www.youtube.com/shorts/E-8_lHqgVBw,86,8/2/23 14:03,1,Vandanaa Asrani,https://www.youtube.com/@vandanaaasrani5659,347,00:00:41,791,4.465908119,0.011627907,0.001264223,6.57E-05
 Arjun Mathur Unveils His Riveting Role in Made In Heaven Season 2 on Amazon Prime ,oj542GJ7-Yw,https://www.youtube.com/watch?v=oj542GJ7-Yw,118,8/1/23 15:15,1,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:01:06,792,4.779123493,0.008474576,0.001262626,5.11E-05
Amazon Prime's Made In Heaven Season 2 Teaser Released,gf-FdMWljU0,https://www.youtube.com/watch?v=gf-FdMWljU0,122,8/1/23 18:09,1,ITV Gold,https://www.youtube.com/@itvgold,27700,00:02:21,792,4.812184355,0.008196721,0.001262626,4.98E-05
Made In Heaven Season 2: A Stellar Cast Poses Together! #madeinheaven,N4cZQ5dZwjk,https://www.youtube.com/shorts/N4cZQ5dZwjk,668,8/8/23 17:29,2,SHOWSHA,https://www.youtube.com/@SHOWSHAIndia,598000,00:00:46,785,6.50578406,0.002994012,0.002547771,4.96E-05
Made In Heaven Season 2 Review | Made In Heaven Season 2 Latest Review in Hindi,Mjg0qqmi0cY,https://www.youtube.com/watch?v=Mjg0qqmi0cY,686,8/10/23 14:57,2,YSK Reviewz,https://www.youtube.com/@yskreviewz1,974,00:03:02,783,6.532334292,0.002915452,0.002554278,4.86E-05
"Made In Heaven Season 2: A Captivating Saga of Love, Struggles, and Society's Complexities",a50QzxN-G_M,https://www.youtube.com/watch?v=a50QzxN-G_M,132,8/13/23 08:30,1,Swapnil Kale,https://www.youtube.com/@Swapnil_Kale,357,00:03:56,780,4.890349128,0.007575758,0.001282051,4.75E-05
Arjun Mathur and Sobhita Dhulipala at Made in Heaven Season 2 screening. #elite #eliteshowbiz,R5g82pd505E,https://www.youtube.com/shorts/R5g82pd505E,135,8/8/23 18:26,1,Elite,https://www.youtube.com/@eliteshowbiz,21900,00:00:26,785,4.912654886,0.007407407,0.001273885,4.64E-05
MADE IN HEAVEN SEASON 2 Review: PRIME WEB SERIES,zzF9k4Z63ZE,https://www.youtube.com/watch?v=zzF9k4Z63ZE,139,8/13/23 04:00,1,Rohan k review,https://www.youtube.com/@rohankreview6492,1660,00:02:21,781,4.941642423,0.007194245,0.00128041,4.55E-05
Types of shaadi in Made in heaven Season 2  | Web series Review | Movie Mania,nehu-ZMbzfY,https://www.youtube.com/shorts/nehu-ZMbzfY,145,8/29/23 14:58,1,Movie Mania,https://www.youtube.com/@MovieManiaAwesome,251,00:01:00,764,4.983606622,0.006896552,0.001308901,4.50E-05
Made in Heaven S2 Series Review | Made in Heaven Season 2 Reaction,O1G0uZNpdwA,https://www.youtube.com/watch?v=O1G0uZNpdwA,146,8/10/23 17:06,1,Javi Filmi Facts,https://www.youtube.com/@JaviFilmiFacts,337,00:04:14,783,4.990432587,0.006849315,0.001277139,4.37E-05
Made in Heaven Season 2,dFiqgK3S9Jc,https://www.youtube.com/shorts/dFiqgK3S9Jc,148,8/11/23 12:28,1,Comedy And Social Media Trends,https://www.youtube.com/@comedyandsocialmediatrends2184,205,00:00:22,782,5.003946306,0.006756757,0.001278772,4.32E-05
Made In Heaven Season 2 Review | Zoya Akhtar | Amazon Prime Video | Vlogging with Rajesh G,UN2BB1_URjs,https://www.youtube.com/watch?v=UN2BB1_URjs,152,8/18/23 18:30,1,Rajesh's View,https://www.youtube.com/@rajeshsview,448,00:04:46,775,5.030437921,0.006578947,0.001290323,4.27E-05
Made In Heaven Season 2 | Web Series Review | Amazon Prime Video,gXxATnGYjWA,https://www.youtube.com/watch?v=gXxATnGYjWA,201,8/26/23 14:00,1,CinephileBuddies,https://www.youtube.com/@cinephilebuddies,182,00:08:20,767,5.308267697,0.004975124,0.001303781,3.44E-05
Karan Tacker At Blue Carpet Of Made In Heaven Season 2 | Special Screening,t7tMO9QUaKs,https://www.youtube.com/watch?v=t7tMO9QUaKs,211,8/8/23 16:55,1,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:01:01,785,5.356586275,0.004739336,0.001273885,3.23E-05
"match made in heaven season 2 episode 7  three, two,  the one review",OpxlHLPMWEQ,https://www.youtube.com/watch?v=OpxlHLPMWEQ,5065,7/1/16 03:33,8,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:07:22,3380,8.530306831,0.001579467,0.002366864,3.19E-05
"Made In Heaven Season 2 Is Loud, Garish And Over Dramatic",GOyQsBUiP_U,https://www.youtube.com/watch?v=GOyQsBUiP_U,221,8/16/23 08:30,1,bombay bluez,https://www.youtube.com/@bombaybluez1,2000,00:03:02,777,5.402677382,0.004524887,0.001287001,3.15E-05
"Made In Heaven Season 2 Trailer | Sobhita Dhulipala, Arjun Mathur Back With New Band Of Brides",LaSAIIUHuZ8,https://www.youtube.com/watch?v=LaSAIIUHuZ8,1262,8/1/23 12:15,2,midday india,https://www.youtube.com/@middayindia,673000,00:03:46,792,7.141245122,0.001584786,0.002525253,2.86E-05
" Made In Heaven Season 2 Cast: Role, Experience & Association Revealed! ",1O7_gZ97zTI,https://www.youtube.com/watch?v=1O7_gZ97zTI,251,8/1/23 18:40,1,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:08:21,792,5.529429088,0.003984064,0.001262626,2.78E-05
Swetha Tripathi At Blue Carpet Of Made In Heaven Season 2 | Special Screening,DbOqKUr_eZ8,https://www.youtube.com/watch?v=DbOqKUr_eZ8,255,8/8/23 16:57,1,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:01:28,785,5.545177444,0.003921569,0.001273885,2.77E-05
"Arijit Singh joins Udit Narayan | Gadar 2 |  Made In Heaven S2  | DNA Entertainment Wrap, July 6",3MQiYV4JGr4,https://www.youtube.com/watch?v=3MQiYV4JGr4,245,7/6/23 12:00,1,DNAIndiaNews,https://www.youtube.com/@DNAIndiaNews,1200000,00:01:24,818,5.505331536,0.004081633,0.001222494,2.75E-05
The Made In Heaven Family | Made In Heaven S2 | Prime Video India,J9P49BEAMFo,https://www.youtube.com/watch?v=J9P49BEAMFo,1971115,8/21/23 17:46,53,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,772,14.49411044,2.69E-05,0.06865285,2.68E-05
Made in Heaven Season 2 Review | Amazon original Series | Cinemacho,nsZ1KrGPyMM,https://www.youtube.com/watch?v=nsZ1KrGPyMM,295,8/10/23 15:40,1,CineMAcho,https://www.youtube.com/@CINEMACHO,42400,00:03:17,783,5.690359454,0.003389831,0.001277139,2.46E-05
Arjun Mathur’s Fitness Routine For His Body Transformation In Made In Heaven Season 2 | WATCH,1Nlj8ghtzzk,https://www.youtube.com/watch?v=1Nlj8ghtzzk,2111,8/19/23 08:30,2,SHOWSHA,https://www.youtube.com/@SHOWSHAIndia,598000,00:02:42,774,7.655390645,0.000947418,0.002583979,1.87E-05
match made in heaven season 2 episode 6 mother of all surprises review,8fsgAHxeeCk,https://www.youtube.com/watch?v=8fsgAHxeeCk,7103,6/24/16 03:27,7,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:04:28,3387,8.868413285,0.000985499,0.002066726,1.81E-05
Made In Heaven S2 Review: Critics Praise Sobhita Dhulipala And Arjun Mathur’s Prime Video Series,ZNBg1qQXeEU,https://www.youtube.com/watch?v=ZNBg1qQXeEU,433,8/10/23 08:45,1,LatestLY,https://www.youtube.com/@LatestLYIndia,389000,00:01:34,783,6.073044534,0.002309469,0.001277139,1.79E-05
Mona Singh At Blue Carpet Of Made In Heaven Season 2 | Special Screening,E923NVB4kKw,https://www.youtube.com/watch?v=E923NVB4kKw,488,8/8/23 16:56,1,Bollywood Clap,https://www.youtube.com/@bollywoodclap,789000,00:03:15,785,6.192362489,0.00204918,0.001273885,1.62E-05
Will Tara get what she deserves? | Made In Heaven S2 | Prime Video India,oKrH_3hxPwE,https://www.youtube.com/watch?v=oKrH_3hxPwE,5366349,8/23/23 18:15,65,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,770,15.49565853,1.21E-05,0.084415584,1.58E-05
The Most Controversial Family | Made In Heaven S2 | Prime Video India,BIXt1BatL-o,https://www.youtube.com/watch?v=BIXt1BatL-o,472631,8/23/23 18:44,21,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,770,13.06607235,4.44E-05,0.027272727,1.58E-05
Made in heaven season 2 | Glutathione | Skin whitening | Glutathione benefits,luHnDJD-YxM,https://www.youtube.com/watch?v=luHnDJD-YxM,516,8/27/23 20:03,1,PULSEKIN,https://www.youtube.com/@pulsekin,594,00:01:32,766,6.248042875,0.001937984,0.001305483,1.58E-05
Made In Heaven 2 Trailer Launch: Sneak Peek into the Next Chapter | MIH Season 2 Excitement!,gjTH9cItM-4,https://www.youtube.com/watch?v=gjTH9cItM-4,528,8/2/23 17:15,1,Radio City India,https://www.youtube.com/@myradiocityindia,1550000,00:07:25,791,6.270988432,0.001893939,0.001264223,1.50E-05
Made In Heaven Season 2 gets a RELEASE date; Sobhita Dhulipala shares a SPECIAL voice note,ndgam3EoNuI,https://www.youtube.com/watch?v=ndgam3EoNuI,631,7/27/23 17:08,1,zoom,https://www.youtube.com/@zoomtv,9690000,00:03:42,797,6.448889394,0.001584786,0.001254705,1.28E-05
match made in heaven season 2 episode 8  with this ring  review,Iea8m6mgS7c,https://www.youtube.com/watch?v=Iea8m6mgS7c,3239,7/8/16 03:37,4,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:05:30,3373,8.083328609,0.001234949,0.001185888,1.18E-05
Made in Heaven Season 2 - Official Trailer | Arof ka Review |  Prime Video India | Drama | #short,VcuJRtGmxbo,https://www.youtube.com/shorts/VcuJRtGmxbo,779,8/4/23 13:13,1,Arof ka Review,https://www.youtube.com/@arofkareview,3490,00:00:24,789,6.65929392,0.001283697,0.001267427,1.08E-05
MADE IN HEAVEN Season 2 Cast: The Real-Life Partners Revealed!,m4WLV9uihJM,https://www.youtube.com/watch?v=m4WLV9uihJM,898,8/19/23 13:21,1,The Everything Celebrity,https://www.youtube.com/@TheEverythingCelebrity,1150,00:03:14,774,6.801283034,0.001113586,0.00129199,9.79E-06
Khanna's Empire In Danger | Made In Heaven S2 | Prime Video India,LfYMutWmLnw,https://www.youtube.com/watch?v=LfYMutWmLnw,12485089,8/23/23 18:00,68,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,770,16.34004569,5.45E-06,0.088311688,7.86E-06
The New Journey Begins Now! | Made in Heaven S2 | Prime Video India,wS11C5hR0OQ,https://www.youtube.com/watch?v=wS11C5hR0OQ,1925861,8/23/23 19:00,17,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,770,14.47088422,8.83E-06,0.022077922,2.82E-06
MADE IN HEAVEN SEASON 2 | Official Trailer | Amazon Prime Video | CircleX Creations,vK--nD7HGv4,https://www.youtube.com/watch?v=vK--nD7HGv4,5492,5/1/22 05:23,1,CircleX Creations,https://www.youtube.com/@circlex.creations,7300,00:01:41,1250,8.611229833,0.000182083,0.0008,1.25E-06
"New Entertainers On Prime ft. Farzi, Bawaal, Made In Heaven S2 | Prime Video India",MD-ZdWTGYJk,https://www.youtube.com/watch?v=MD-ZdWTGYJk,7905405,8/25/23 18:11,12,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:20,768,15.88305739,1.52E-06,0.015625,3.77E-07
Zoya Akhtar & Reema Kagti’s Made In Heaven Season 2 is released 10Aug on Amazon Prime ❤️,S32j0KNZDwA,https://www.youtube.com/watch?v=S32j0KNZDwA,4,8/13/23 05:04,0,Lakhmir ,https://www.youtube.com/@LakhmirinCanada,307,00:02:36,781,1.609437912,0,0,0
Star-Studded Event: Made in Heaven Season 2 Premiere at Juhu PVR | Cine Talks,krI-vQZj6gk,https://www.youtube.com/watch?v=krI-vQZj6gk,73,8/9/23 07:22,0,Cine Talks ,https://www.youtube.com/@CineTalks2568,1480,00:09:34,784,4.304065093,0,0,0
Sobhita Dhulipala Arjun Mathurstarrer Made In Heaven Season 2 gets a release date,HKmksCkSH80,https://www.youtube.com/watch?v=HKmksCkSH80,1,8/2/23 09:11,0,Indian Abroad,https://www.youtube.com/@indianabroadnews,35,00:02:06,791,0.693147181,0,0,0
"Made In Heaven Season 2, The Gone Game & More With Arjun Mathur & Shriya Pilgaonkar",QrDGm3BhvHc,https://www.youtube.com/watch?v=QrDGm3BhvHc,5739,8/25/20 13:00,0,GOODTiMES,https://www.youtube.com/@mygoodtimes,689000,00:20:06,1863,8.655214489,0,0,0
Kabir poetry part-1 || Made in Heaven S2 E1 #MadeinHeavenS2 #kabir #poetry #AmazonPrime,#NAME?,https://www.youtube.com/watch?v=-Mzres8jXYg,6135,8/11/23 15:50,0,Memerguy.        1.1 M views,https://www.youtube.com/@memerguy.1.1mviews66,173,00:01:00,782,8.721928343,0,0,0
Made In Heaven Season 2 Episode 2 ft. Puneet Gupta Invitations | Trousseau Trunks | Wedding Boxes,YLc0q0QtQsQ,https://www.youtube.com/watch?v=YLc0q0QtQsQ,602,8/24/23 09:26,0,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:00:19,769,6.401917197,0,0,0
Ek Galti Bhaari pad sakti thi? Made in Heaven Season 2 | #latestwebseries2023 #newmovie,RiWJKV5A_lk,https://www.youtube.com/watch?v=RiWJKV5A_lk,4,8/28/23 07:19,0,Kuchh bhee kyu,https://www.youtube.com/@Kuchhbheekyu,1,00:51:48,765,1.609437912,0,0,0
Interview With Actress Elnaaz Norouzi For Made In Heaven Season 2 || Boogle Bollywood,aiXgyib5cKg,https://www.youtube.com/watch?v=aiXgyib5cKg,373,8/5/23 06:45,0,Boogle Bollywood,https://www.youtube.com/@BoogleBollywood,62500,00:03:35,789,5.924255797,0,0,0
Made In Heaven Season 2 Web Series Review by Suchin | Film Companion,4gt3T2fFYQg,https://www.youtube.com/watch?v=4gt3T2fFYQg,36338,8/10/23 11:06,0,Film Companion Reviews,https://www.youtube.com/@FilmCompanionReviews,102000,00:08:07,783,10.50064682,0,0,0
Made in Heaven Season 2 | Trailer Review | Hindi | kya majak h?,XotODQXI0e0,https://www.youtube.com/watch?v=XotODQXI0e0,198,8/2/23 16:45,0,Devendra Rajpurohit,https://www.youtube.com/@devendrarajpurohit2492,1220,00:07:08,791,5.293304825,0,0,0
Made In Heaven Season 2 Trailer:Arjun Mathur And Sobhita Dhulipala Starrer Made In Heaven star cast,oFesJRkepW8,https://www.youtube.com/watch?v=oFesJRkepW8,23,8/1/23 20:52,0,BNB News,https://www.youtube.com/@bnbnewsfilmy,151000,00:11:06,792,3.17805383,0,0,0
Made In Heaven Season 2 Launch || Shobita Dhulipala & Arjun Mathur || Bollywood Mastiz,pepRZ4kh-sI,https://www.youtube.com/watch?v=pepRZ4kh-sI,287,7/26/23 17:00,0,Bollywood Mastiz,https://www.youtube.com/@e3bollywood,141000,00:15:03,798,5.66296048,0,0,0
"Made in Heaven season 2 cast on homosexuality, fun BTS moments; Mona  |Jim Sarbh,Shashank Arora,",tnvKJmY8zoM,https://www.youtube.com/watch?v=tnvKJmY8zoM,8,12/3/24 06:57,0,Mobile Media,https://www.youtube.com/@MobileMedia971,33400,00:14:07,303,2.197224577,0,0,0
Sobhita Dhulipala Arjun Mathurstarrer Made In Heaven Season 2 gets a release date,WxHh45gvk5w,https://www.youtube.com/watch?v=WxHh45gvk5w,57,7/28/23 14:24,0,INDIA NEWS TV,https://www.youtube.com/@INDIANEWSTVAustralia,1250,00:02:05,796,4.060443011,0,0,0
Made In Heaven Season 2 Review | Amazon Prime Videos Web Series,ot9w6cGhPxU,https://www.youtube.com/watch?v=ot9w6cGhPxU,215,8/10/23 14:39,0,Well Said RITESH,https://www.youtube.com/@WellSaidRITESH,5800,00:08:08,783,5.375278408,0,0,0
Amazon prime present Announcement of Made in heaven season 2 #trending,sGGrCsdGrDc,https://www.youtube.com/watch?v=sGGrCsdGrDc,170,7/26/23 08:56,0,bollywood gossips,https://www.youtube.com/@bollywoodgossips103,5510,00:15:05,798,5.141663557,0,0,0
Made In Heaven Season 2 Trailer REACTION | Prime Video India | AK REVIEWS |,o4_QxEdNIu0,https://www.youtube.com/watch?v=o4_QxEdNIu0,80,8/1/23 12:10,0,AK REVIEWS,https://www.youtube.com/@AKREVIEWS7,1010,00:04:28,792,4.394449155,0,0,0
Match made in heaven season 2 episode 3 the not so it factor review,GPG61XAdhLI,https://www.youtube.com/watch?v=GPG61XAdhLI,2453,5/27/16 03:47,0,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:04:48,3415,7.805474625,0,0,0
Made in heaven season 2 review #shorts #trending #viral #ytshorts,v3QJss-mvBg,https://www.youtube.com/shorts/v3QJss-mvBg,69,8/11/23 03:47,0,carryminati fans club,https://www.youtube.com/@3Dgyan-,1,00:00:43,783,4.248495242,0,0,0
Made in heaven S02 E02 | Ending Quote | Why do women  believe their love can change a man?,Egsa10qnKHo,https://www.youtube.com/shorts/Egsa10qnKHo,824,8/26/23 13:57,0,Sapna Pahwa,https://www.youtube.com/@sapna_pahwa,475,00:00:21,767,6.715383386,0,0,0
Made In Heaven Season 2 Review And Ending Explained |,d_qgBDl7OMY,https://www.youtube.com/watch?v=d_qgBDl7OMY,613,8/16/23 12:46,0,Still Watching TV,https://www.youtube.com/@stillwatchingtv,1840,00:03:46,777,6.419994928,0,0,0
Made In Heaven Season 2,-2ipC8eVCbo,https://www.youtube.com/watch?v=-2ipC8eVCbo,23,9/16/24 08:49,0,Last Stop Podcasts,https://www.youtube.com/@laststop358,3330,00:02:50,380,3.17805383,0,0,0
Made in Heaven Season 2 | Realese Month Date | Amazon Prime Video,g_tg4i9ttNg,https://www.youtube.com/watch?v=g_tg4i9ttNg,14,2/11/21 17:38,0,Dilawar Ki Charcha,https://www.youtube.com/@dilawarkicharcha174,372,00:01:01,1693,2.708050201,0,0,0
